id,question,sparql,answer
3030,Give me the largest city in Italian Somaliland?,select  ?o    {    <http://dbpedia.org/resource/Italian_Somaliland> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3031,Tell me the largest city in Italian Somaliland?,select  ?o    {    <http://dbpedia.org/resource/Italian_Somaliland> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3032,What is the largest city in Italian Somaliland?,select  ?o    {    <http://dbpedia.org/resource/Italian_Somaliland> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3033,What was the largest city in Italian Somaliland?,select  ?o    {    <http://dbpedia.org/resource/Italian_Somaliland> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3034,Which city is the largest city in Italian Somaliland?,select  ?o    {    <http://dbpedia.org/resource/Italian_Somaliland> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3035,Which city was the largest city in Italian Somaliland?,select  ?o    {    <http://dbpedia.org/resource/Italian_Somaliland> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3036,Give me the largest city in Ancient Rome?,select  ?o    {    <http://dbpedia.org/resource/Ancient_Rome> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3037,Tell me the largest city in Ancient Rome?,select  ?o    {    <http://dbpedia.org/resource/Ancient_Rome> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3038,What is the largest city in Ancient Rome?,select  ?o    {    <http://dbpedia.org/resource/Ancient_Rome> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3039,What was the largest city in Ancient Rome?,select  ?o    {    <http://dbpedia.org/resource/Ancient_Rome> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3040,Which city is the largest city in Ancient Rome?,select  ?o    {    <http://dbpedia.org/resource/Ancient_Rome> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3041,Which city was the largest city in Ancient Rome?,select  ?o    {    <http://dbpedia.org/resource/Ancient_Rome> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3042,Give me the largest city in Austrian Netherlands?,select  ?o    {    <http://dbpedia.org/resource/Austrian_Netherlands> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3043,Tell me the largest city in Austrian Netherlands?,select  ?o    {    <http://dbpedia.org/resource/Austrian_Netherlands> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3044,What is the largest city in Austrian Netherlands?,select  ?o    {    <http://dbpedia.org/resource/Austrian_Netherlands> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3045,What was the largest city in Austrian Netherlands?,select  ?o    {    <http://dbpedia.org/resource/Austrian_Netherlands> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3046,Which city is the largest city in Austrian Netherlands?,select  ?o    {    <http://dbpedia.org/resource/Austrian_Netherlands> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3047,Which city was the largest city in Austrian Netherlands?,select  ?o    {    <http://dbpedia.org/resource/Austrian_Netherlands> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3048,Give me the largest city in Karamanids?,select  ?o    {    <http://dbpedia.org/resource/Karamanids> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3049,Tell me the largest city in Karamanids?,select  ?o    {    <http://dbpedia.org/resource/Karamanids> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3050,What is the largest city in Karamanids?,select  ?o    {    <http://dbpedia.org/resource/Karamanids> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3051,What was the largest city in Karamanids?,select  ?o    {    <http://dbpedia.org/resource/Karamanids> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3052,Which city is the largest city in Karamanids?,select  ?o    {    <http://dbpedia.org/resource/Karamanids> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3053,Which city was the largest city in Karamanids?,select  ?o    {    <http://dbpedia.org/resource/Karamanids> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3054,Give me the largest city in Duchy of Aquitaine?,select  ?o    {    <http://dbpedia.org/resource/Duchy_of_Aquitaine> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3055,Tell me the largest city in Duchy of Aquitaine?,select  ?o    {    <http://dbpedia.org/resource/Duchy_of_Aquitaine> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3056,What is the largest city in Duchy of Aquitaine?,select  ?o    {    <http://dbpedia.org/resource/Duchy_of_Aquitaine> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3057,What was the largest city in Duchy of Aquitaine?,select  ?o    {    <http://dbpedia.org/resource/Duchy_of_Aquitaine> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3058,Which city is the largest city in Duchy of Aquitaine?,select  ?o    {    <http://dbpedia.org/resource/Duchy_of_Aquitaine> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3059,Which city was the largest city in Duchy of Aquitaine?,select  ?o    {    <http://dbpedia.org/resource/Duchy_of_Aquitaine> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3060,Give me the largest city in Torres Strait Islands?,select  ?o    {    <http://dbpedia.org/resource/Torres_Strait_Islands> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3061,Tell me the largest city in Torres Strait Islands?,select  ?o    {    <http://dbpedia.org/resource/Torres_Strait_Islands> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3062,What is the largest city in Torres Strait Islands?,select  ?o    {    <http://dbpedia.org/resource/Torres_Strait_Islands> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3063,What was the largest city in Torres Strait Islands?,select  ?o    {    <http://dbpedia.org/resource/Torres_Strait_Islands> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3064,Which city is the largest city in Torres Strait Islands?,select  ?o    {    <http://dbpedia.org/resource/Torres_Strait_Islands> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3065,Which city was the largest city in Torres Strait Islands?,select  ?o    {    <http://dbpedia.org/resource/Torres_Strait_Islands> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3066,Give me the largest city in Republic of Genoa?,select  ?o    {    <http://dbpedia.org/resource/Republic_of_Genoa> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3067,Tell me the largest city in Republic of Genoa?,select  ?o    {    <http://dbpedia.org/resource/Republic_of_Genoa> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3068,What is the largest city in Republic of Genoa?,select  ?o    {    <http://dbpedia.org/resource/Republic_of_Genoa> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3069,What was the largest city in Republic of Genoa?,select  ?o    {    <http://dbpedia.org/resource/Republic_of_Genoa> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3070,Which city is the largest city in Republic of Genoa?,select  ?o    {    <http://dbpedia.org/resource/Republic_of_Genoa> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3071,Which city was the largest city in Republic of Genoa?,select  ?o    {    <http://dbpedia.org/resource/Republic_of_Genoa> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3072,Give me the largest city in Duchy of Saxe-Altenburg?,select  ?o    {    <http://dbpedia.org/resource/Duchy_of_Saxe-Altenburg> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3073,Tell me the largest city in Duchy of Saxe-Altenburg?,select  ?o    {    <http://dbpedia.org/resource/Duchy_of_Saxe-Altenburg> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3074,What is the largest city in Duchy of Saxe-Altenburg?,select  ?o    {    <http://dbpedia.org/resource/Duchy_of_Saxe-Altenburg> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3075,What was the largest city in Duchy of Saxe-Altenburg?,select  ?o    {    <http://dbpedia.org/resource/Duchy_of_Saxe-Altenburg> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3076,Which city is the largest city in Duchy of Saxe-Altenburg?,select  ?o    {    <http://dbpedia.org/resource/Duchy_of_Saxe-Altenburg> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3077,Which city was the largest city in Duchy of Saxe-Altenburg?,select  ?o    {    <http://dbpedia.org/resource/Duchy_of_Saxe-Altenburg> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3078,Give me the largest city in Darfur?,select  ?o    {    <http://dbpedia.org/resource/Darfur> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3079,Tell me the largest city in Darfur?,select  ?o    {    <http://dbpedia.org/resource/Darfur> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3080,What is the largest city in Darfur?,select  ?o    {    <http://dbpedia.org/resource/Darfur> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3081,What was the largest city in Darfur?,select  ?o    {    <http://dbpedia.org/resource/Darfur> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3082,Which city is the largest city in Darfur?,select  ?o    {    <http://dbpedia.org/resource/Darfur> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3083,Which city was the largest city in Darfur?,select  ?o    {    <http://dbpedia.org/resource/Darfur> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3084,Give me the largest city in Grand Duchy of Avram?,select  ?o    {    <http://dbpedia.org/resource/Grand_Duchy_of_Avram> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3085,Tell me the largest city in Grand Duchy of Avram?,select  ?o    {    <http://dbpedia.org/resource/Grand_Duchy_of_Avram> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3086,What is the largest city in Grand Duchy of Avram?,select  ?o    {    <http://dbpedia.org/resource/Grand_Duchy_of_Avram> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3087,What was the largest city in Grand Duchy of Avram?,select  ?o    {    <http://dbpedia.org/resource/Grand_Duchy_of_Avram> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3088,Which city is the largest city in Grand Duchy of Avram?,select  ?o    {    <http://dbpedia.org/resource/Grand_Duchy_of_Avram> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3089,Which city was the largest city in Grand Duchy of Avram?,select  ?o    {    <http://dbpedia.org/resource/Grand_Duchy_of_Avram> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3090,Give me the largest city in Kingdom of Galicia and Lodomeria?,select  ?o    {    <http://dbpedia.org/resource/Kingdom_of_Galicia_and_Lodomeria> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3091,Tell me the largest city in Kingdom of Galicia and Lodomeria?,select  ?o    {    <http://dbpedia.org/resource/Kingdom_of_Galicia_and_Lodomeria> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3092,What is the largest city in Kingdom of Galicia and Lodomeria?,select  ?o    {    <http://dbpedia.org/resource/Kingdom_of_Galicia_and_Lodomeria> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3093,What was the largest city in Kingdom of Galicia and Lodomeria?,select  ?o    {    <http://dbpedia.org/resource/Kingdom_of_Galicia_and_Lodomeria> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3094,Which city is the largest city in Kingdom of Galicia and Lodomeria?,select  ?o    {    <http://dbpedia.org/resource/Kingdom_of_Galicia_and_Lodomeria> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3095,Which city was the largest city in Kingdom of Galicia and Lodomeria?,select  ?o    {    <http://dbpedia.org/resource/Kingdom_of_Galicia_and_Lodomeria> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3096,Give me the largest city in Republic of Venice?,select  ?o    {    <http://dbpedia.org/resource/Republic_of_Venice> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3097,Tell me the largest city in Republic of Venice?,select  ?o    {    <http://dbpedia.org/resource/Republic_of_Venice> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3098,What is the largest city in Republic of Venice?,select  ?o    {    <http://dbpedia.org/resource/Republic_of_Venice> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3099,What was the largest city in Republic of Venice?,select  ?o    {    <http://dbpedia.org/resource/Republic_of_Venice> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3100,Which city is the largest city in Republic of Venice?,select  ?o    {    <http://dbpedia.org/resource/Republic_of_Venice> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3101,Which city was the largest city in Republic of Venice?,select  ?o    {    <http://dbpedia.org/resource/Republic_of_Venice> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3102,Give me the largest city in Kingdom of Powys?,select  ?o    {    <http://dbpedia.org/resource/Kingdom_of_Powys> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3103,Tell me the largest city in Kingdom of Powys?,select  ?o    {    <http://dbpedia.org/resource/Kingdom_of_Powys> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3104,What is the largest city in Kingdom of Powys?,select  ?o    {    <http://dbpedia.org/resource/Kingdom_of_Powys> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3105,What was the largest city in Kingdom of Powys?,select  ?o    {    <http://dbpedia.org/resource/Kingdom_of_Powys> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3106,Which city is the largest city in Kingdom of Powys?,select  ?o    {    <http://dbpedia.org/resource/Kingdom_of_Powys> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3107,Which city was the largest city in Kingdom of Powys?,select  ?o    {    <http://dbpedia.org/resource/Kingdom_of_Powys> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3108,Give me the largest city in Wied-Neuwied?,select  ?o    {    <http://dbpedia.org/resource/Wied-Neuwied> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3109,Tell me the largest city in Wied-Neuwied?,select  ?o    {    <http://dbpedia.org/resource/Wied-Neuwied> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3110,What is the largest city in Wied-Neuwied?,select  ?o    {    <http://dbpedia.org/resource/Wied-Neuwied> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3111,What was the largest city in Wied-Neuwied?,select  ?o    {    <http://dbpedia.org/resource/Wied-Neuwied> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3112,Which city is the largest city in Wied-Neuwied?,select  ?o    {    <http://dbpedia.org/resource/Wied-Neuwied> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3113,Which city was the largest city in Wied-Neuwied?,select  ?o    {    <http://dbpedia.org/resource/Wied-Neuwied> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3114,Give me the largest city in Grand Duchy of Finland?,select  ?o    {    <http://dbpedia.org/resource/Grand_Duchy_of_Finland> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3115,Tell me the largest city in Grand Duchy of Finland?,select  ?o    {    <http://dbpedia.org/resource/Grand_Duchy_of_Finland> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3116,What is the largest city in Grand Duchy of Finland?,select  ?o    {    <http://dbpedia.org/resource/Grand_Duchy_of_Finland> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3117,What was the largest city in Grand Duchy of Finland?,select  ?o    {    <http://dbpedia.org/resource/Grand_Duchy_of_Finland> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3118,Which city is the largest city in Grand Duchy of Finland?,select  ?o    {    <http://dbpedia.org/resource/Grand_Duchy_of_Finland> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3119,Which city was the largest city in Grand Duchy of Finland?,select  ?o    {    <http://dbpedia.org/resource/Grand_Duchy_of_Finland> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3120,Give me the largest city in Crozet Islands?,select  ?o    {    <http://dbpedia.org/resource/Crozet_Islands> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3121,Tell me the largest city in Crozet Islands?,select  ?o    {    <http://dbpedia.org/resource/Crozet_Islands> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3122,What is the largest city in Crozet Islands?,select  ?o    {    <http://dbpedia.org/resource/Crozet_Islands> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3123,What was the largest city in Crozet Islands?,select  ?o    {    <http://dbpedia.org/resource/Crozet_Islands> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3124,Which city is the largest city in Crozet Islands?,select  ?o    {    <http://dbpedia.org/resource/Crozet_Islands> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3125,Which city was the largest city in Crozet Islands?,select  ?o    {    <http://dbpedia.org/resource/Crozet_Islands> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3126,Give me the largest city in Captaincies of Brazil?,select  ?o    {    <http://dbpedia.org/resource/Captaincies_of_Brazil> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3127,Tell me the largest city in Captaincies of Brazil?,select  ?o    {    <http://dbpedia.org/resource/Captaincies_of_Brazil> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3128,What is the largest city in Captaincies of Brazil?,select  ?o    {    <http://dbpedia.org/resource/Captaincies_of_Brazil> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3129,What was the largest city in Captaincies of Brazil?,select  ?o    {    <http://dbpedia.org/resource/Captaincies_of_Brazil> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3130,Which city is the largest city in Captaincies of Brazil?,select  ?o    {    <http://dbpedia.org/resource/Captaincies_of_Brazil> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3131,Which city was the largest city in Captaincies of Brazil?,select  ?o    {    <http://dbpedia.org/resource/Captaincies_of_Brazil> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3132,Give me the largest city in Duchy of Bar?,select  ?o    {    <http://dbpedia.org/resource/Duchy_of_Bar> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3133,Tell me the largest city in Duchy of Bar?,select  ?o    {    <http://dbpedia.org/resource/Duchy_of_Bar> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3134,What is the largest city in Duchy of Bar?,select  ?o    {    <http://dbpedia.org/resource/Duchy_of_Bar> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3135,What was the largest city in Duchy of Bar?,select  ?o    {    <http://dbpedia.org/resource/Duchy_of_Bar> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3136,Which city is the largest city in Duchy of Bar?,select  ?o    {    <http://dbpedia.org/resource/Duchy_of_Bar> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3137,Which city was the largest city in Duchy of Bar?,select  ?o    {    <http://dbpedia.org/resource/Duchy_of_Bar> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3138,Give me the largest city in Italian North Africa?,select  ?o    {    <http://dbpedia.org/resource/Italian_North_Africa> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3139,Tell me the largest city in Italian North Africa?,select  ?o    {    <http://dbpedia.org/resource/Italian_North_Africa> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3140,What is the largest city in Italian North Africa?,select  ?o    {    <http://dbpedia.org/resource/Italian_North_Africa> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3141,What was the largest city in Italian North Africa?,select  ?o    {    <http://dbpedia.org/resource/Italian_North_Africa> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3142,Which city is the largest city in Italian North Africa?,select  ?o    {    <http://dbpedia.org/resource/Italian_North_Africa> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3143,Which city was the largest city in Italian North Africa?,select  ?o    {    <http://dbpedia.org/resource/Italian_North_Africa> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3144,Give me the largest city in Kwantung Leased Territory?,select  ?o    {    <http://dbpedia.org/resource/Kwantung_Leased_Territory> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3145,Tell me the largest city in Kwantung Leased Territory?,select  ?o    {    <http://dbpedia.org/resource/Kwantung_Leased_Territory> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3146,What is the largest city in Kwantung Leased Territory?,select  ?o    {    <http://dbpedia.org/resource/Kwantung_Leased_Territory> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3147,What was the largest city in Kwantung Leased Territory?,select  ?o    {    <http://dbpedia.org/resource/Kwantung_Leased_Territory> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3148,Which city is the largest city in Kwantung Leased Territory?,select  ?o    {    <http://dbpedia.org/resource/Kwantung_Leased_Territory> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3149,Which city was the largest city in Kwantung Leased Territory?,select  ?o    {    <http://dbpedia.org/resource/Kwantung_Leased_Territory> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3150,Give me the largest city in Western Qin?,select  ?o    {    <http://dbpedia.org/resource/Western_Qin> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3151,Tell me the largest city in Western Qin?,select  ?o    {    <http://dbpedia.org/resource/Western_Qin> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3152,What is the largest city in Western Qin?,select  ?o    {    <http://dbpedia.org/resource/Western_Qin> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3153,What was the largest city in Western Qin?,select  ?o    {    <http://dbpedia.org/resource/Western_Qin> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3154,Which city is the largest city in Western Qin?,select  ?o    {    <http://dbpedia.org/resource/Western_Qin> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3155,Which city was the largest city in Western Qin?,select  ?o    {    <http://dbpedia.org/resource/Western_Qin> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3156,Give me the largest city in Duchy of Modena and Reggio?,select  ?o    {    <http://dbpedia.org/resource/Duchy_of_Modena_and_Reggio> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3157,Tell me the largest city in Duchy of Modena and Reggio?,select  ?o    {    <http://dbpedia.org/resource/Duchy_of_Modena_and_Reggio> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3158,What is the largest city in Duchy of Modena and Reggio?,select  ?o    {    <http://dbpedia.org/resource/Duchy_of_Modena_and_Reggio> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3159,What was the largest city in Duchy of Modena and Reggio?,select  ?o    {    <http://dbpedia.org/resource/Duchy_of_Modena_and_Reggio> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3160,Which city is the largest city in Duchy of Modena and Reggio?,select  ?o    {    <http://dbpedia.org/resource/Duchy_of_Modena_and_Reggio> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3161,Which city was the largest city in Duchy of Modena and Reggio?,select  ?o    {    <http://dbpedia.org/resource/Duchy_of_Modena_and_Reggio> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3162,Give me the largest city in Kingdom of Saxony?,select  ?o    {    <http://dbpedia.org/resource/Kingdom_of_Saxony> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3163,Tell me the largest city in Kingdom of Saxony?,select  ?o    {    <http://dbpedia.org/resource/Kingdom_of_Saxony> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3164,What is the largest city in Kingdom of Saxony?,select  ?o    {    <http://dbpedia.org/resource/Kingdom_of_Saxony> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3165,What was the largest city in Kingdom of Saxony?,select  ?o    {    <http://dbpedia.org/resource/Kingdom_of_Saxony> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3166,Which city is the largest city in Kingdom of Saxony?,select  ?o    {    <http://dbpedia.org/resource/Kingdom_of_Saxony> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3167,Which city was the largest city in Kingdom of Saxony?,select  ?o    {    <http://dbpedia.org/resource/Kingdom_of_Saxony> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3168,Give me the largest city in Iraqi Kurdistan?,select  ?o    {    <http://dbpedia.org/resource/Iraqi_Kurdistan> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3169,Tell me the largest city in Iraqi Kurdistan?,select  ?o    {    <http://dbpedia.org/resource/Iraqi_Kurdistan> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3170,What is the largest city in Iraqi Kurdistan?,select  ?o    {    <http://dbpedia.org/resource/Iraqi_Kurdistan> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3171,What was the largest city in Iraqi Kurdistan?,select  ?o    {    <http://dbpedia.org/resource/Iraqi_Kurdistan> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3172,Which city is the largest city in Iraqi Kurdistan?,select  ?o    {    <http://dbpedia.org/resource/Iraqi_Kurdistan> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3173,Which city was the largest city in Iraqi Kurdistan?,select  ?o    {    <http://dbpedia.org/resource/Iraqi_Kurdistan> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3174,Give me the largest city in Southern Yan?,select  ?o    {    <http://dbpedia.org/resource/Southern_Yan> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3175,Tell me the largest city in Southern Yan?,select  ?o    {    <http://dbpedia.org/resource/Southern_Yan> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3176,What is the largest city in Southern Yan?,select  ?o    {    <http://dbpedia.org/resource/Southern_Yan> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3177,What was the largest city in Southern Yan?,select  ?o    {    <http://dbpedia.org/resource/Southern_Yan> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3178,Which city is the largest city in Southern Yan?,select  ?o    {    <http://dbpedia.org/resource/Southern_Yan> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3179,Which city was the largest city in Southern Yan?,select  ?o    {    <http://dbpedia.org/resource/Southern_Yan> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3180,Give me the largest city in County of Boulogne?,select  ?o    {    <http://dbpedia.org/resource/County_of_Boulogne> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3181,Tell me the largest city in County of Boulogne?,select  ?o    {    <http://dbpedia.org/resource/County_of_Boulogne> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3182,What is the largest city in County of Boulogne?,select  ?o    {    <http://dbpedia.org/resource/County_of_Boulogne> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3183,What was the largest city in County of Boulogne?,select  ?o    {    <http://dbpedia.org/resource/County_of_Boulogne> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3184,Which city is the largest city in County of Boulogne?,select  ?o    {    <http://dbpedia.org/resource/County_of_Boulogne> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3185,Which city was the largest city in County of Boulogne?,select  ?o    {    <http://dbpedia.org/resource/County_of_Boulogne> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
3186,Give me the largest city in Basque Country greater region?,select  ?o    {    <http://dbpedia.org/resource/Basque_Country_(greater_region)> <http://dbpedia.org/ontology/largestCity>  ?o    },Bilbao
3187,Tell me the largest city in Basque Country greater region?,select  ?o    {    <http://dbpedia.org/resource/Basque_Country_(greater_region)> <http://dbpedia.org/ontology/largestCity>  ?o    },Bilbao
3188,What is the largest city in Basque Country greater region?,select  ?o    {    <http://dbpedia.org/resource/Basque_Country_(greater_region)> <http://dbpedia.org/ontology/largestCity>  ?o    },Bilbao
3189,What was the largest city in Basque Country greater region?,select  ?o    {    <http://dbpedia.org/resource/Basque_Country_(greater_region)> <http://dbpedia.org/ontology/largestCity>  ?o    },Bilbao
